	index	rxn	y
0	914	CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O>CC(=O)O~CC(=O)O~[Pd].CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[K+].[OH-].C1CCOC1>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.11464075044506
1	940	CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O>CC(=O)O~CC(=O)O~[Pd].Cc1ccccc1P(c1ccccc1C)c1ccccc1C.CCN(CC)CC.C1CCOC1>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.540637459059965
2	2797	CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1>CC(=O)O~CC(=O)O~[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.O=C([O-])O.[Na+].C1CCOC1>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.156288752625118
3	4760	Cl.OB(O)c1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1Br>CC(=O)O~CC(=O)O~[Pd].CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O=C([O-])O.[Na+].CC#N>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.174672421967389
4	1125	CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O>CC(=O)O~CC(=O)O~[Pd].[CH]1C=CC=C1P(c1ccccc1)c1ccccc1.[CH]1C=CC=C1P(c1ccccc1)c1ccccc1.[Fe+2].CC(C)(C)[O-].[Li+].CO>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.938212282452386
5	5032	F[B-](F)(F)c1ccc2ncccc2c1.[K+].Cc1ccc2c(cnn2C2CCCCO2)c1Br>CC(=O)O~CC(=O)O~[Pd].Cc1ccccc1P(c1ccccc1C)c1ccccc1C.CC(C)(C)[O-].[Li+].CO>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.717092857565289
6	5002	F[B-](F)(F)c1ccc2ncccc2c1.[K+].Cc1ccc2c(cnn2C2CCCCO2)c1Br>CC(=O)O~CC(=O)O~[Pd].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CO>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.0
7	2985	CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1>CC(=O)O~CC(=O)O~[Pd].[CH]1C=CC=C1P(c1ccccc1)c1ccccc1.[CH]1C=CC=C1P(c1ccccc1)c1ccccc1.[Fe+2].[Na+].[OH-].CO>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.15368952366778
8	2019	CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1>CC(=O)O~CC(=O)O~[Pd].C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Na+].[OH-].C1CCOC1>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.751728804768018
9	1443	CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O>CC(=O)O~CC(=O)O~[Pd].C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Na+].[OH-].CO>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1	0.93781765674746
